,original_ref,rxn_ref,retro_template,count
1144,R118,R99,(Br-[CH:2](-[C:1])-[n:3])>>([C:1]-[CH2:2]-[n:3]),331
1145,R118,R99,(Br-[C:2]1(-[C:1])-[C:3]-[C:4]-1)>>([C:1]-[CH:2]1-[C:3]-[C:4]-1),302
1146,R118,R99,(Br-[C:2](-[C:1])(-[C:3])-[c:4])>>([C:1]-[CH:2](-[C:3])-[c:4]),301
1147,R118,R99,(Br-[C:2](-[Br:1])(-[C:3])-[C:4])>>([Br:1]-[CH:2](-[C:3])-[C:4]),156
1148,R118,R99,(Br-[C:2](-[C:1])(-[C:3])-[Cl:4])>>([C:1]-[CH:2](-[C:3])-[Cl:4]),125
1149,R118,R99,(Br-[CH:2](-[C:1])-[C:3]-[OH:4])>>([C:1]-[CH2:2]-[C:3]-[O-:4]),103
1150,R118,R99,(Br-[CH:3](-[c:4])-[C:2]-[OH:1])>>([O-:1]-[C:2]-[CH2:3]-[c:4]),89
1151,R118,R99,(Br-[C:2](-[C:1])(-[C:3])-[S:4])>>([C:1]-[CH:2](-[C:3])-[S:4]),71
1152,R118,R99,(Br-[C:2](-[C:1])(-[N:3])-[C:4]-[OH:5])>>([C:1]-[CH:2](-[N:3])-[C:4]-[O-:5]),43
1153,R118,R99,(Br-[CH:2](-[N:1])-[C:3]-[OH:4])>>([N:1]-[CH2:2]-[C:3]-[O-:4]),37
1154,R118,R99,(Br-[C:2](-[C:1])(-[C:3])-[C:4]-[OH:5])>>([C:1]-[CH:2](-[C:3])-[C:4]-[O-:5]),37
1155,R118,R99,(Br-[CH:3](-[n:4])-[C:2]-[OH:1])>>([O-:1]-[C:2]-[CH2:3]-[n:4]),33
1156,R118,R99,(Br-[C:2](-[C:1])(-[C:3])-[F:4])>>([C:1]-[CH:2](-[C:3])-[F:4]),18
1157,R118,R99,(Br-[C:2](-[C:1])(-[O:3])-[C:4]-[OH:5])>>([C:1]-[CH:2](-[O:3])-[C:4]-[O-:5]),17
1158,R118,R99,(Br-[C:2](-[C:1])(-[c:3])-[C:4]-[OH:5])>>([C:1]-[CH:2](-[c:3])-[C:4]-[O-:5]),15
1159,R118,R99,(Br-[CH:3](-[O:4])-[C:2]-[OH:1])>>([O-:1]-[C:2]-[CH2:3]-[O:4]),15
1160,R120,R100,(N#C-[c:1](:[c:2]):[c:3])>>(Cl-[c:1](:[c:2]):[c:3]),25948
1161,R120,R100,(N#C-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]),12629
1162,R120,R100,(N#C-[c:1](:[c:2]):[c:3])>>(I-[c:1](:[c:2]):[c:3]),1376
